Customer_ID,Title,First_Name,Middle_Name,Last_Name,Suffix,Company_Name,Sales_Person,Email_Address,Phone,Gender,timestamp
626,Mr.,Lawrence,E.,Hurkett,,Retail Sporting Goods,adventure-works\\shu0,lawrence0@adventure-works.com,129-555-0185,M,19-04-2024
629,Mr.,Ryan,,Ihrig,,Efficient Cycling,adventure-works\\josé1,ryan4@adventure-works.com,809-555-0152,M,20-04-2024
630,Mr.,Andrew,R.,Hill,,Eastside Parts Shop,adventure-works\\josé1,andrew4@adventure-works.com,194-555-0149,M,21-04-2024
631,Mr.,Robert,P.,Lyeba,,Tandem Sales and Service,adventure-works\\garrett1,robert8@adventure-works.com,631-555-0155,M,22-04-2024
635,Mr.,Roger,,Van Houten,,Sports Store,adventure-works\\jae0,roger2@adventure-works.com,1 (11) 500 555-0110,M,23-04-2024
637,Mr.,Robert,,Lyon,,Reliable Retail Center,adventure-works\\garrett1,robert9@adventure-works.com,666-555-0143,M,24-04-2024
641,Ms.,Rose,M.,Vandenouer,,Extended Tours,adventure-works\\jae0,rose1@adventure-works.com,1 (11) 500 555-0140,M,25-04-2024
643,Ms.,Denise,R.,Maccietto,,Friendly Bike Shop,adventure-works\\michael9,denise1@adventure-works.com,537-555-0190,M,26-04-2024
644,Mr.,Gregory,T.,Vanderbout,Jr.,Convenient Sales and Service,adventure-works\\pamela0,gregory1@adventure-works.com,684-555-0134,M,27-04-2024
645,Mr.,Ronald,K.,Heymsfield,,Superior Hardware Distributors,adventure-works\\david8,ronald1@adventure-works.com,784-555-0120,M,28-04-2024
646,Mr.,Scott,,MacDonald,,Yellow Bicycle Company,adventure-works\\jillian0,scott7@adventure-works.com,470-555-0171,M,29-04-2024
647,Mr.,Michael,,Vanderhyde,,Solid Bike Parts,adventure-works\\jillian0,michael25@adventure-works.com,918-555-0141,M,30-04-2024
648,Ms.,Cheryl,M.,Herring,,Small Bike Shop,adventure-works\\shu0,cheryl0@adventure-works.com,158-555-0154,M,01-05-2024
649,Mr.,Walter,J.,Mays,Sr.,Sports Products Store,adventure-works\\linda3,walter1@adventure-works.com,245-555-0191,M,02-05-2024
650,Ms.,Margaret,J.,Vanderkamp,,Permanent Finish Products,adventure-works\\shu0,margaret2@adventure-works.com,265-555-0143,M,03-05-2024
653,Ms.,Kara,N.,Vanderlinden,,Mercantile Outlet,adventure-works\\josé1,kara0@adventure-works.com,680-555-0160,M,04-05-2024
654,Mr.,Jésus,,Hernandez,,Online Bike Warehouse,adventure-works\\josé1,jésus0@adventure-works.com,214-555-0145,M,05-05-2024
655,Ms.,Irene,J.,Hernandez,,Operational Manufacturing,adventure-works\\garrett1,irene0@adventure-works.com,790-555-0197,M,06-05-2024
659,Mr.,Ajay,,Manchepalli,,Shipping Specialists,adventure-works\\jae0,ajay0@adventure-works.com,1 (11) 500 555-0174,M,07-05-2024
660,Mr.,Nieves,J.,Vargas,II,Exhilarating Cycles,adventure-works\\michael9,nieves0@adventure-works.com,371-555-0184,M,08-05-2024
661,Mr.,Kari,,Hensien,,General Department Stores,adventure-works\\garrett1,kari0@adventure-works.com,143-555-0129,M,09-05-2024
665,Mr.,Tomas,M.,Manzanares,II,Authentic Sales and Service,adventure-works\\jae0,tomas0@adventure-works.com,1 (11) 500 555-0178,M,10-05-2024
668,Ms.,Kathy,R.,Marcovecchio,,Official Parts Shop,adventure-works\\pamela0,kathy0@adventure-works.com,942-555-0141,M,11-05-2024
669,Ms.,Patricia,,Doyle,,Racing Bike Outlet,adventure-works\\david8,patricia0@adventure-works.com,899-555-0134,M,12-05-2024
670,Ms.,Valerie,M.,Hendricks,,First Bike Store,adventure-works\\jillian0,valerie0@adventure-works.com,859-555-0140,M,13-05-2024
671,Ms.,Jill,K.,Markwood,,Contoso,,,,M,14-05-2024
672,Mr.,Gerald,M.,Drury,,Utilitarian Sporting Goods,adventure-works\\shu0,gerald0@adventure-works.com,169-555-0178,M,15-05-2024
673,Mr.,John,,Hanson,,Countryside Company,adventure-works\\linda3,john20@adventure-works.com,107-555-0117,M,16-05-2024
674,Ms.,Melissa,R.,Marple,,Discount Tours,adventure-works\\shu0,melissa0@adventure-works.com,685-555-0117,M,17-05-2024
677,Ms.,Cecelia,L.,Marshall,,Tire Exchange,adventure-works\\josé1,cecelia0@adventure-works.com,394-555-0168,M,18-05-2024
678,Mr.,Reuben,,D'sa,,Vigorous Exercise Company,adventure-works\\josé1,reuben1@adventure-works.com,916-555-0137,M,19-05-2024
679,Ms.,Brenda,F.,Heaney,,Superb Sales and Repair,adventure-works\\garrett1,brenda3@adventure-works.com,393-555-0167,M,20-05-2024
683,Ms.,Linda,,Martin,,Oils and Fluids Warehouse,adventure-works\\jae0,linda8@adventure-works.com,1 (11) 500 555-0137,M,21-05-2024
685,Mr.,James,B.,Haugh,Jr.,Family Cycle Store,adventure-works\\garrett1,james8@adventure-works.com,763-555-0120,M,22-05-2024
689,Ms.,Sandra,I.,Martinez,,Consumer Equipment,adventure-works\\jae0,sandra3@adventure-works.com,1 (11) 500 555-0113,M,23-05-2024
692,Ms.,Bev,L.,Desalvo,,Successful Sales Company,adventure-works\\pamela0,bev0@adventure-works.com,143-555-0113,M,24-05-2024
693,Mr.,Bart,,Duncan,,Stock Parts and Supplies,adventure-works\\david8,bart0@adventure-works.com,539-555-0121,M,25-05-2024
694,Ms.,Ann,T.,Hass,,The Accessories Store,adventure-works\\jillian0,ann2@adventure-works.com,713-555-0168,M,26-05-2024
695,Mr.,Rob,,Caron,,Responsible Bike Dealers,adventure-works\\jillian0,rob2@adventure-works.com,620-555-0117,M,27-05-2024
696,Mr.,Maciej,,Dusza,,Roadway Supplies,adventure-works\\shu0,maciej1@adventure-works.com,962-555-0144,M,28-05-2024
697,Mr.,Roger,,Harui,,Brakes and Gears,adventure-works\\linda3,roger0@adventure-works.com,774-555-0133,M,29-05-2024
698,Mr.,Andy,,Carothers,,Western Bike Supplies,adventure-works\\shu0,andy1@adventure-works.com,944-555-0148,M,30-05-2024
701,Ms.,Linda,R.,Ecoffey,,Future Bikes,adventure-works\\josé1,linda5@adventure-works.com,674-555-0188,M,31-05-2024
29770,Ms.,Kathleen,M.,Garza,,Rural Cycle Emporium,adventure-works\\josé1,kathleen0@adventure-works.com,150-555-0127,M,01-06-2024
